"ProductReference","Name","PrimaryCategory","CurrencyCode","CurrencyDescription","LegalStructure","ClosedToInvestDate","ReopenToInvestDate","InceptionDate","PerformanceStartDate","PerformanceEndDate","GrossNett","InitialNAV","InitialSharePrice","Guaranteed","NavROR","MinimumInvestment","ManagementFee","IncentiveFee","ManagementFeePayablePeriod","HighWaterMark","ShareEqualisationMethod","Leveraged","MaxLeverage","AvgLeverage","Futures","Derivatives","Margin","FXCredit","PersonalCapital","PersonalCapitalAmount","CurrencyExposure","OpenEnded","OpenToPublic","InvestsInManagedAccounts","InvestsInOtherFunds","AcceptsManagedAccounts","ManagedAccountsMinAmount","TrackingFrequency","SubscriptionFrequency","RedemptionFrequency","RedemptionNoticePeriod","LockUpPeriod","LockUpComment","PayOutPeriod","PayOutComment","AuditDate","RegisteredInvestmentAdviser","DomicileState","DomicileCountry"
105287,"Capaneo Absolute Return D CHF","Global Macro","CHF","Swiss Franc","SICAV",,,2015-06-30 00:00:00,2015-03-17 00:00:00,2016-06-30 00:00:00,"N",100,100,0,"R",75000,2,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
105289,"Mint Tower Arbitrage USD","Multi-Strategy","USD","US Dollar","Open-ended investment fund",,,2012-01-31 00:00:00,2017-07-07 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",110000,0.15,20,"Monthly",1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",0,0,"No lockup.",0,"No payout.",2018-12-31 00:00:00,0,"None","Netherlands"
105292,"Accendo Capital A EUR","Event Driven","EUR","Euro","LU - SIF - SICAV",,,2008-02-29 00:00:00,2015-03-26 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1.5,20,"Semi-Annually",1,0,1,0,0,1,1,1,0,1,,0,1,0,0,0,1,,"Monthly","Quarterly","Not Defined",90,24,"24 months lockup.",90,"90 days payout.",2018-12-31 00:00:00,0,"None","Luxembourg"
105343,"Oceana Brazil Equities","Long/Short Equity Hedge","USD","US Dollar","Exempted Limited Liability Co",,,2012-12-28 00:00:00,2015-03-25 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"N",500000,1.5,20,"Quarterly",1,1,0,,,,,,,1,3000000,1,0,1,0,0,1,30000000,"Monthly","Monthly","Monthly",20,0,"No lock up.",0,"No Pay Out",2018-12-31 00:00:00,0,"None","Cayman Islands"
105383,"Agilith Long Only","Undefined","CAD","Canadian Dollar","CA - Trust",,,2010-01-01 00:00:00,2015-05-11 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",150000,2,10,"Monthly",1,1,0,,,,,,,0,0,1,0,1,0,0,0,,"Monthly","Monthly","Monthly",30,0,"No lockup.",15,"15 days payout.",2018-12-31 00:00:00,0,"None","Canada"
105384,"GEM Debt Hard Currency Investment Grade XDHEUR","Undefined","EUR","Euro",,,,2015-03-13 00:00:00,2015-04-01 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",5000000,0.49,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-10-31 00:00:00,0,"None","Germany"
105387,"Origo Quest 1 A","Long/Short Equity Hedge","SEK","Swedish Krona","SE - Specialfond",,,2013-01-31 00:00:00,2015-04-02 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",500000,1.35,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Sweden"
105454,"Swiss Hedge Twintrade EUR D Class","Long/Short Equity Hedge","EUR","Euro","LU - FCP - Part 2",,,2012-02-01 00:00:00,2015-06-11 00:00:00,2017-07-31 00:00:00,"N",100,100,0,"N",10000,2,20,"Monthly",1,0,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,,"Monthly","Daily","Daily",0,0,"No lock up comment.",0,"No pay out comment.",2016-12-31 00:00:00,0,"None","Luxembourg"
105455,"VPC Specialty Lending Investments PLC","Undefined","GBX","Sterling Pence","UK - Investment Trust",,,2015-03-17 00:00:00,2015-04-08 00:00:00,2019-10-31 00:00:00,"N",1000,1000,0,"R",,1,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","United Kingdom"
105494,"Cross Shore Discovery Fund","Fund of Funds","USD","US Dollar","Closed Ended Investment Co",,,2012-08-01 00:00:00,2015-04-23 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"N",50000,1.25,0,"Monthly",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5000000,"Monthly","Monthly","Quarterly",75,0,"No Lockup Period",0,"No Payout Period",2019-03-31 00:00:00,1,"Delaware","United States"
105548,"Solidum Event Linked Securities SAC 2 A2 EUR","Other","EUR","Euro","Segregated Portfolio Company",2014-01-01 00:00:00,,2008-05-01 00:00:00,2015-04-23 00:00:00,2019-09-30 00:00:00,"N",10000,10000,0,"N",100000,1.5,15,"Monthly",1,1,1,50,0,0,0,0,0,0,0,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",95,12,"",0,"No payout period.",2018-12-31 00:00:00,0,"None","Bermuda"
105551,"E2A Capital Sicav plc - Asia Merchant Capital III Fund A","Global Macro","USD","US Dollar","SICAV",,,2015-03-02 00:00:00,2015-04-23 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,1,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
105552,"Solidum Event Linked Securities SAC 2 A2 USD","Other","USD","US Dollar","Segregated Portfolio Company",2014-01-01 00:00:00,,2006-12-01 00:00:00,2015-05-07 00:00:00,2019-09-30 00:00:00,"N",10000,10000,0,"N",100000,1.5,15,"Monthly",1,1,1,50,0,0,0,0,0,0,0,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",95,12,"",0,"No Payout comment.",2018-12-31 00:00:00,0,"None","Bermuda"
105553,"Solidum Event Linked Securities SAC 2 A2 CHF","Other","CHF","Swiss Franc","Segregated Portfolio Company",2014-01-01 00:00:00,,2008-03-03 00:00:00,2015-05-07 00:00:00,2019-09-30 00:00:00,"N",10000,10000,0,"N",100000,1.5,15,"Monthly",1,1,1,50,0,0,0,0,0,0,0,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",95,12,"",0,"No payout period.",2018-12-31 00:00:00,0,"None","Bermuda"
105580,"Sabadell Espana 5 Valores Plus, FIL","Equity Market Neutral","EUR","Euro","ES & PT - FIL",,,2015-04-14 00:00:00,2015-04-27 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",100000,0.95,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Daily","Daily",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Spain"
105581,"Sabadell Espana 5 Valores Premier, FIL","Equity Market Neutral","EUR","Euro","ES & PT - FIL",,,2015-04-14 00:00:00,2015-04-27 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",1000000,0.75,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Daily","Daily",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Spain"
105586,"Crawford Lake Enhanced Onshore Fund LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,2015-06-01 00:00:00,2015-12-28 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",1000000,2,20,"Quarterly",1,0,0,300,0,0,0,0,0,1,,0,0,1,0,0,1,50000000,"Monthly","Monthly","Quarterly",30,0,"No lock up.",15,"Payout period: 15 days",2018-12-31 00:00:00,1,"Delaware","United States"
105631,"Integrated Alternative Opps A EUR","Long/Short Equity Hedge","EUR","Euro","SICAV",,,2014-08-29 00:00:00,2015-06-11 00:00:00,2019-05-31 00:00:00,"N",1000,1000,0,"R",125000,1.8,20,"Monthly",1,0,1,30,0,0,1,1,0,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Annual",90,0,"Lockup Period undisclosed.",,"Payout Period undisclosed",2018-12-31 00:00:00,0,"None","Luxembourg"
105659,"Swiss Hedge Twintrade CHF D Class","Long/Short Equity Hedge","CHF","Swiss Franc","LU - FCP - Part 2",,,2012-01-06 00:00:00,2015-06-11 00:00:00,2017-07-31 00:00:00,"N",100,100,0,"N",10000,2,20,"Monthly",1,0,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,,"Monthly","Daily","Daily",0,0,"No lock up comment.",0,"No pay out comment.",2016-12-31 00:00:00,0,"None","Luxembourg"
105660,"Swiss Hedge Twintrade USD D Class","Long/Short Equity Hedge","USD","US Dollar","LU - FCP - Part 2",,,2012-02-03 00:00:00,2015-06-11 00:00:00,2017-07-31 00:00:00,"N",100,100,0,"N",10000,2,20,"Monthly",1,0,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,,"Monthly","Daily","Daily",0,0,"No lock up comment.",0,"No pay out comment.",2016-12-31 00:00:00,0,"None","Luxembourg"
105710,"IRIS Balanced Cell I-5 USD","Other","USD","US Dollar","Protected Cell Company",,,2015-01-01 00:00:00,2015-05-28 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"N",250000,2,20,"Monthly",1,1,0,,,,,,,0,0,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",45,0,"No Lockup period.",20,"The payment of 100 per cent of estimated redemption proceeds will normally be made within 20  Business Days of the relevant Redemption Day.",2019-05-31 00:00:00,0,"None","Guernsey"
105716,"IRIS Balanced Cell I-25 EUR","Other","EUR","Euro","Protected Cell Company",,,2014-03-03 00:00:00,2015-05-28 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"N",250000,2,20,"Monthly",1,1,0,,,,,,,0,0,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",45,0,"No Lockup period.",20,"The payment of 100 per cent of estimated redemption proceeds will normally be made within 20  Business Days of the relevant Redemption Day.",2019-05-31 00:00:00,0,"None","Guernsey"
105717,"IRIS Balanced Cell I-5 CHF","Other","CHF","Swiss Franc","Protected Cell Company",,,2014-01-01 00:00:00,2015-05-28 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"N",250000,2,20,"Monthly",1,1,0,,,,,,,0,0,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",45,0,"No Lockup period.",20,"The payment of 100 per cent of estimated redemption proceeds will normally be made within 20  Business Days of the relevant Redemption Day.",2019-05-31 00:00:00,0,"None","Guernsey"
105718,"IRIS Balanced Cell I-50 GBP","Other","GBP","British Pound Sterling","Protected Cell Company",,,2014-06-02 00:00:00,2015-05-28 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"N",250000,2,20,"Monthly",1,1,0,,,,,,,0,0,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",45,0,"No Lockup period.",20,"The payment of 100 per cent of estimated redemption proceeds will normally be made within 20  Business Days of the relevant Redemption Day.",2019-05-31 00:00:00,0,"None","Guernsey"
105722,"IRIS Balanced Cell QI AUD","Other","AUD","Australian Dollar","Protected Cell Company",,,2015-02-02 00:00:00,2015-05-28 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"N",250000,2,20,"Monthly",1,1,0,,,,,,,0,0,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",45,0,"No Lockup period.",20,"The payment of 100 per cent of estimated redemption proceeds will normally be made within 20  Business Days of the relevant Redemption Day.",2019-05-31 00:00:00,0,"None","Guernsey"
105754,"Hinder Arenafunds Global Macro","Global Macro","CHF","Swiss Franc","LU - SIF - SICAV",,,2011-07-20 00:00:00,2015-05-28 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"N",125000,1,10,"Monthly",1,1,1,600,140,1,1,0,1,1,10000000,1,1,0,0,1,0,,"Monthly","Monthly","Monthly",10,0,"No Lock-up",40,"All orders have to be received by our administrator at 20th of the month to be processed at the same month's NAV.",2018-12-31 00:00:00,0,"None","Luxembourg"
105784,"HSBC GH R EUR Hedged","Fund of Funds","EUR","Euro","Unit trust - B scheme",,,2013-03-28 00:00:00,2015-06-03 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"N",25000,0.65,10,"Annual",0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,,"Monthly","Monthly","Monthly",35,0,"No lockup",0,"No payout",2019-04-30 00:00:00,0,"None","Guernsey"
105785,"Red Oak Fund, L.P","Long/Short Equity Hedge","USD","US Dollar","Limited Liability Company",,,2003-03-03 00:00:00,2015-06-03 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",500000,2,20,"Annual",1,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,,"Monthly","Monthly","Quarterly",75,12,"No lock up comment.",75,"No pay out comment.",2018-12-31 00:00:00,1,"Delaware","United States"
105786,"Cat Gryphon Fund -CHF-","Fund of Funds","CHF","Swiss Franc","FL - InvestUntern qual Anleger",,,2015-06-01 00:00:00,2015-07-13 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1,,,0,0,0,,,,,,,0,0,0,0,0,0,1,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Liechtenstein"
105789,"Credit Suisse Small and Mid Cap Alpha Opps I EUR","Long/Short Equity Hedge","EUR","Euro","Protected Cell Company",,,2014-01-31 00:00:00,2015-06-11 00:00:00,2019-10-31 00:00:00,"N",1000,1000,0,"N",500000,1,20,"Quarterly",1,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Monthly","Weekly","Weekly",10,0,"No lock up comment.",0,"No pay out comment.",2019-05-31 00:00:00,0,"None","Guernsey"
105790,"Credit Suisse Small and Mid Cap Alpha Opps I CHF","Long/Short Equity Hedge","CHF","Swiss Franc","Protected Cell Company",,,2013-12-31 00:00:00,2015-06-11 00:00:00,2019-10-31 00:00:00,"N",1000,1000,0,"N",500000,1,20,"Quarterly",1,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Monthly","Weekly","Weekly",10,0,"No lock up comment.",0,"No pay out comment.",2019-05-31 00:00:00,0,"None","Guernsey"
105794,"HCP Quant Fund","Multi-Strategy","EUR","Euro","FI - Erikoissijoitusrahasto",,,2014-06-30 00:00:00,2015-06-11 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"N",5000,1,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,1,0,,"Monthly","Quarterly","Quarterly",30,0,"Lockup period undisclosed.",,"Payout period undisclosed.",2018-12-31 00:00:00,0,"None","Finland"
105795,"HCP Focus Fund","Multi-Strategy","EUR","Euro","FI - Erikoissijoitusrahasto",,,2012-11-30 00:00:00,2015-06-11 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"N",5000,1,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,1,0,,"Monthly","Quarterly","Quarterly",30,0,"Lockup period undisclosed.",,"Payout period undisclosed.",2018-12-31 00:00:00,0,"None","Finland"
105796,"HCP Black Fund","Multi-Strategy","EUR","Euro","FI - Erikoissijoitusrahasto",,,2009-10-30 00:00:00,2015-06-11 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"N",5000,1,10,"Annual",1,0,0,,,,,,,0,0,0,1,1,0,1,0,,"Monthly",,,30,0,"No lock ups - however there is quarterly liquidity.",5,"",2018-12-31 00:00:00,1,"None","Finland"
105830,"AB Multi-Manager Alternative Fund","Fund of Funds","USD","US Dollar","Closed Ended Investment Co",,,2012-09-28 00:00:00,2015-06-17 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",20000,1.5,0,"Annual",0,0,0,,,,,,,0,0,0,0,0,0,1,0,,"Monthly","Monthly","Quarterly",95,0,"No lockup",0,"Proceeds available within 45 days after the valuation date, with a 5% holdback on full liquidations to be paid upon completion of Fund audit",2019-03-31 00:00:00,0,"Delaware","United States"
105864,"Mint Tower Arbitrage EUR","Multi-Strategy","EUR","Euro","Open-ended investment fund",,,2010-10-29 00:00:00,2015-06-23 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,1.8,20,"Monthly",1,1,1,,,,,,,1,100000,0,1,1,0,0,1,10000000,"Monthly","Monthly","Monthly",45,0,"No lock up comment.",0,"No payout comment.",2018-12-31 00:00:00,0,"None","Netherlands"
105991,"Sabadell Espana 5 Valores Cartera, FIL","Equity Market Neutral","EUR","Euro","ES & PT - FIL",,,2015-07-01 00:00:00,2015-07-03 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",,0.7,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Daily","Daily",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Spain"
105992,"Sabadell Seleccion Epsilon Cartera, FIL","Fund of Funds","EUR","Euro","ES & PT - FIL",,,2015-06-30 00:00:00,2015-07-03 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",,0.7,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Daily","Daily",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Spain"
105994,"European Sicav Alliance RPM Evolving CTA ER SEK C","Managed Futures","SEK","Swedish Krona","LU - SICAV - Part 2",,,2015-05-19 00:00:00,2015-07-03 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",1000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,,"Monthly",,,0,0,"",0,"",2018-12-31 00:00:00,0,"None","Luxembourg"
105997,"Alternative Investments Sustainability Ltd","Fund of Funds","USD","US Dollar","CA - Ltd Partnership",,,2015-07-01 00:00:00,2015-12-08 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",1000000,1,5,"Quarterly",1,0,0,0,0,0,0,0,0,1,3000000,0,0,0,0,1,1,50000000,"Monthly","Monthly","Semi-Annually",90,12,"12 months",60,"60 days",2018-12-31 00:00:00,1,"None","Cayman Islands"
105998,"R-co Investments OPAL Global Trading C EUR Cap","Fund of Funds","EUR","Euro","LU - SICAV - Part 2",,,2015-05-29 00:00:00,2015-07-07 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,1.65,0.002,,0,0,1,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Luxembourg"
106000,"Canoe Energy Alpha Fund LP Class A","Long/Short Equity Hedge","CAD","Canadian Dollar",,,,2015-05-31 00:00:00,2015-07-06 00:00:00,2019-09-30 00:00:00,"N",,,,"N",25000,2,20,"Monthly",1,0,1,,,,,,,0,,0,0,0,0,,0,,,"Not Defined","Quarterly",,0,"Lockup period undisclosed",,"Payout period undislcosed",2018-12-31 00:00:00,0,,"Canada"
106001,"Canoe Energy Alpha Fund LP Class F","Long/Short Equity Hedge","CAD","Canadian Dollar",,,,2015-05-31 00:00:00,2015-07-06 00:00:00,2019-09-30 00:00:00,"N",,,,"N",25000,1,20,"Monthly",1,0,1,,,,,,,0,,0,0,0,0,,0,,,"Not Defined","Quarterly",,0,"Lockup period undisclosed",,"Payout period undisclosed",2018-12-31 00:00:00,0,,"Canada"
106004,"Titan Global Equity Offshore Ltd S USD","Fund of Funds","USD","US Dollar","CA - Ltd Partnership",,,2007-01-01 00:00:00,2019-06-20 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",1000000,0.8,8,"Quarterly",1,0,1,0,1.67,0,0,0,0,0,0,0,1,0,0,1,0,0,"Monthly","Monthly","Quarterly",60,0,"No lockup period.",0,"No payout period.",2018-12-31 00:00:00,1,"None","Cayman Islands"
106101,"Maybank Bluewaterz Total Return MYR","Undefined","MYR","Malaysian Ringgit",,,,2015-07-24 00:00:00,2015-07-27 00:00:00,2019-10-31 00:00:00,"N",,,,"N",20000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Malaysia"
106131,"SageOne India Growth Fund A","Long/Short Equity Hedge","USD","US Dollar",,,,2014-11-03 00:00:00,2015-09-07 00:00:00,2019-10-31 00:00:00,"N",,,,"N",100000,1,15,"Weekly",0,0,0,,,,,,,0,,0,1,1,0,,0,,,"Weekly","Weekly",,12,"",0,"No Payout / Few days after the relevant NAV has been finalized",2018-12-31 00:00:00,0,,"Cayman Islands"
106136,"Prestige Alternative Finance I-SH-GBP","Other","GBP","British Pound Sterling",,,,2014-04-30 00:00:00,2015-08-16 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,,,,,1,,,,,,,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"No lock up period per Andrew.Sammut@prestigecapitalmanagement.com.mt and Danika.Borg@prestigecapitalmanagement.com.mt",30,"",2018-12-31 00:00:00,0,,"Cayman Islands"
106176,"Prosperise Credit Value A EUR","Undefined","EUR","Euro","OEIC",,,2013-08-08 00:00:00,2015-11-09 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",250000,2,20,"Monthly",1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,250000,"Monthly","Weekly","Weekly",0,0,"No lock up.",0,"No payout.",2018-12-31 00:00:00,0,"None","Ireland"
106178,"Commercial Finance Opportunities USD","Other","USD","US Dollar",,,,2013-10-31 00:00:00,2015-08-13 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,,,,,,1,,,,,,,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"No lock up period per Andrew.Sammut@prestigecapitalmanagement.com.mt and Danika.Borg@prestigecapitalmanagement.com.mt",1,"",2018-12-31 00:00:00,0,,"Luxembourg"
106179,"Commercial Finance Opportunities EUR","Other","EUR","Euro",,,,2013-10-31 00:00:00,2015-08-13 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,1.5,0,,0,0,1,,,,,,,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"No lock up period per Andrew.Sammut@prestigecapitalmanagement.com.mt and Danika.Borg@prestigecapitalmanagement.com.mt",1,"",2018-12-31 00:00:00,0,,"Luxembourg"
106180,"Commercial Finance Opportunities GBP","Other","GBP","British Pound Sterling",,,,2013-10-31 00:00:00,2015-08-13 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,1.5,0,,0,0,1,,,,,,,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"No lock up period per Andrew.Sammut@prestigecapitalmanagement.com.mt and Danika.Borg@prestigecapitalmanagement.com.mt",1,"",2018-12-31 00:00:00,0,,"Luxembourg"
106183,"Prestige Alternative Finance I-SH-EUR","Other","EUR","Euro",,,,2014-04-30 00:00:00,2015-08-16 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,,,,,1,,,,,,,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"No lock up period per Andrew.Sammut@prestigecapitalmanagement.com.mt and Danika.Borg@prestigecapitalmanagement.com.mt",30,"",2018-12-31 00:00:00,0,,"Cayman Islands"
106184,"Prestige Alternative Finance I-SH-USD","Other","USD","US Dollar",,,,2014-04-30 00:00:00,2015-08-16 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,,,,,1,,,,,,,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"No lock up period per Andrew.Sammut@prestigecapitalmanagement.com.mt and Danika.Borg@prestigecapitalmanagement.com.mt",30,"",2018-12-31 00:00:00,0,,"Cayman Islands"
106188,"GAM Multi-Emerging Market USD Strategic","Fund of Funds","USD","US Dollar",,,,2015-07-20 00:00:00,2015-08-21 00:00:00,2019-09-30 00:00:00,"N",,,,"N",25000,1.6125,7.5,,0,0,1,,,,,,,0,,0,0,0,0,,0,,,"Not Defined","Not Defined",,0,"No Lockup Period",0,"Redemptions on the last business day of the month provided that 45 calendar days' notice has been given prior to the deal date. Where the final day falls on a non-business day, notice shall be given by the previous day.",2019-09-30 00:00:00,0,,"Virgin Islands (British)"
106273,"Atlant Sharp","Global Macro","SEK","Swedish Krona",,,,2007-07-13 00:00:00,2008-07-04 00:00:00,2019-10-31 00:00:00,"N",,,,"N",50000,1.5,0.44,,0,0,1,,,,,,,0,,0,0,0,0,,0,,,"Quarterly","Quarterly",,0,"",,"",2018-12-31 00:00:00,0,,"Sweden"
106274,"Atlant Stability","Global Macro","SEK","Swedish Krona",,,,2008-10-03 00:00:00,2009-04-15 00:00:00,2019-10-31 00:00:00,"N",,,,"N",50000,,,,,,1,,,,,,,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Sweden"
106276,"Auscap Long Short Australian Equities","Long/Short Equity Hedge","AUD","Australian Dollar",,,,2012-11-30 00:00:00,2015-08-26 00:00:00,2019-09-30 00:00:00,"N",,,,"N",100000,1.5375,15.375,"Monthly",1,0,1,,,,,,,1,,0,1,1,0,,0,,,"Monthly","Monthly",,0,"No Lock-up but minimum suggested time frame is 5 Years.",10,"Redemption Prices will generally be finalized within 10 Business Days except Financial Year end which is 20 Business Days.",2019-06-30 00:00:00,0,,"Australia"
106280,"GCM SICAV FIS S.A. Alpha Fund A","Multi-Strategy","EUR","Euro",,,,2012-11-01 00:00:00,2015-09-08 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,1,10,,1,0,1,,,,,,,0,,0,0,0,0,,0,,,"Not Defined","Not Defined",,0,"No Lockup Period",7,"",2018-12-31 00:00:00,0,,"Luxembourg"
106281,"GCM SICAV FIS S.A. Alpha Fund B","Multi-Strategy","EUR","Euro",,,,2012-11-01 00:00:00,2015-09-08 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,2,10,,1,0,1,,,,,,,0,,0,0,0,0,,0,,,"Not Defined","Not Defined",,0,"No Lockup Period",7,"",2018-12-31 00:00:00,0,,"Luxembourg"
106282,"LEO Portfolios SIF - Petram A USD","Global Macro","USD","US Dollar",,,,2015-06-19 00:00:00,2015-09-09 00:00:00,2019-10-31 00:00:00,"N",,,,"N",,1,10,,1,0,1,,,,,,,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"No Lock-up",3,"",2018-12-31 00:00:00,0,,"Luxembourg"
106283,"LEO Portfolios SIF - Petram A EUR","Global Macro","EUR","Euro",,,,2015-08-31 00:00:00,2015-09-09 00:00:00,2019-09-30 00:00:00,"N",,,,"N",,1,10,,1,0,1,,,,,,,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"No Lock-up",3,"",2018-12-31 00:00:00,0,,"Luxembourg"
106284,"Tolomeo SquarePoint Global Equities B1 EUR","Equity Market Neutral","EUR","Euro","LU - SIF - SICAV",,,2012-04-30 00:00:00,2015-09-09 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",125000,2,20,"Monthly",1,1,1,450,175,1,1,0,1,1,2000000,0,1,1,0,0,1,25000000,"Monthly","Monthly","Monthly",30,30,"Lockup Period is 30 months",20,"Payout Period is 20 days",2018-12-31 00:00:00,1,"None","Luxembourg"
106285,"GCM SICAV FIS S.A. Total Return Fund A EUR","Multi-Strategy","EUR","Euro",,,,2012-09-04 00:00:00,2015-09-09 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,1,10,"Monthly",1,0,1,,,,,,,0,,0,0,0,0,,0,,,"Not Defined","Not Defined",,0,"No Lockup Period",7,"",2018-12-31 00:00:00,0,,"Luxembourg"
106286,"GCM SICAV FIS S.A. Total Return Fund B EUR","Multi-Strategy","EUR","Euro",,,,2012-10-01 00:00:00,2015-09-09 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,1.5,10,,1,0,1,,,,,,,0,,0,0,0,0,,0,,,"Not Defined","Not Defined",,0,"No Lockup Period",7,"",2018-12-31 00:00:00,0,,"Luxembourg"
