"ProductReference","CompanyID","CompanyName","CompanyTypeID","CompanyType","Sequence","Address1","Address2","Address3","CityName","StateName","Zip","CountryName","Phone1","Phone2","Fax1","Fax2","MainEmail","WebAddress"
89930,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89930,90375,"Polo Capital Gestao de Recursos Ltda",2,"Investment Advisor",1,"Rua Ataulfo de Paiva,","204 10 andar","Bairro Leblon","Rio De Janeiro","","22440 033","Brazil","+55 21 320 59800","","","","",""
89931,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89931,88698,"Itau Unibanco SA",2,"Investment Advisor",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89932,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89932,88855,"Itau DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.itau.com.br"
89935,88904,"Credit Suisse Hedging-Griffo Asset Management SA",2,"Investment Advisor",1,"Av. Pres. Juscelino Kubitschek","Torre IV - 7º andar, Itaim Bib","","Sao Paulo","","04543-900","Brazil","+ 55 113 841 6469","","+ 55 11 3704 8666","","","http://www.cshg.com.br/"
89935,88906,"Credit Suisse Hedging-Griffo Corretora de Valores SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.cshg.com.br"
89936,88722,"Intrag DTVM Ltda",1,"Management Firm",1,"","","","","","","Brazil","","","+ 55 113 811 9921","","rogerio.aoki@itau.com.br","www.itau.com.br"
89936,88768,"Modal Asset Management Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 213 223 7700","","","","","www.modal.com.br"
89937,88863,"Opportunity Asset Administradora de Recursos de Terceiros Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 213 804 3700","","","","ouvidoria@opportunity.com.br","www.opportunity.com.br"
89937,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89938,38491,"Banco Itau SA",1,"Management Firm",1,"Rua Boa Vista, 185","","","Sao Paulo","None","01014-001","Brazil","","","","","","www.itau.com.br"
89938,88698,"Itau Unibanco SA",2,"Investment Advisor",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89944,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89944,88855,"Itau DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.itau.com.br"
89947,88722,"Intrag DTVM Ltda",1,"Management Firm",1,"","","","","","","Brazil","","","+ 55 113 811 9921","","rogerio.aoki@itau.com.br","www.itau.com.br"
89947,88904,"Credit Suisse Hedging-Griffo Asset Management SA",2,"Investment Advisor",1,"Av. Pres. Juscelino Kubitschek","Torre IV - 7º andar, Itaim Bib","","Sao Paulo","","04543-900","Brazil","+ 55 113 841 6469","","+ 55 11 3704 8666","","","http://www.cshg.com.br/"
89948,88696,"BTG Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.btg.com/"
89948,88874,"BTG Pactual Asset Management SA DTVM",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89951,88722,"Intrag DTVM Ltda",1,"Management Firm",1,"","","","","","","Brazil","","","+ 55 113 811 9921","","rogerio.aoki@itau.com.br","www.itau.com.br"
89951,88771,"Turim 21 Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 212 259 6194","","","","","www.turimbr.com"
89953,88903,"Pactual WM Gestao de Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.ubs.com/brazil"
89953,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89955,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
89955,90401,"CFO Administracao de Recursos S.A.",2,"Investment Advisor",1,"Avenida Presidente Juscelino Kubitschek","1830  Torre 3  10 andar  - Sala 03 Itaim","","Sao Paulo","","","Brazil","","","","","",""
89956,88770,"Sul America Investimentos DTVM SA",1,"Management Firm",1,"","","","","","","Brazil","","","+ 55 113 779 4670","","investimentos@sulamerica.com.br","www.sulamerica.com.br"
89956,90134,"Trio Capital Ltda",2,"Investment Advisor",1,"Rua Funchal, 263, 11 andar","Vila Olímpia","Sao Paulo, SP","","","","Brazil","","","","","",""
89958,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
89958,88727,"Rio Bravo Investimentos SA DTVM",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 112 107 6690","","","","","www.riobravo.com.br"
89961,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89961,88855,"Itau DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.itau.com.br"
89962,88886,"Infinity Asset Management Administracao de Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 167 770","","+ 55 113 167 770","","infinity@infinityasset.com.br","www.infinityasset.com.br/"
89962,90425,"BRB DTVM SA",1,"Management Firm",1,"Sbs Q01 Bl E Ed","Asa Sul","Brasilia","None","","70072900","Brazil","+55 61 34 12 89 24","","","","","www.brb.com.br"
89973,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
89973,88868,"Daycoval Asset Management Adm de Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.daycoval.com.br"
89975,88670,"EOS Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","http://www.eosinvestimentos.com.br"
89975,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89981,88857,"Coinvalores Corretora de Cambio e valores Mobiliarios Ltda",1,"Management Firm",1,"","","","","","","Brazil","+ 55 113 35 4161","","","","jussarapacheco@coinvalores.com.br","www.coinvalores.com.br"
89981,88857,"Coinvalores Corretora de Cambio e valores Mobiliarios Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 35 4161","","","","jussarapacheco@coinvalores.com.br","www.coinvalores.com.br"
89982,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89982,88855,"Itau DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.itau.com.br"
89984,88722,"Intrag DTVM Ltda",1,"Management Firm",1,"","","","","","","Brazil","","","+ 55 113 811 9921","","rogerio.aoki@itau.com.br","www.itau.com.br"
89984,88880,"Ventura Gestao De Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.venturagestao.com.br"
89985,88722,"Intrag DTVM Ltda",1,"Management Firm",1,"","","","","","","Brazil","","","+ 55 113 811 9921","","rogerio.aoki@itau.com.br","www.itau.com.br"
89985,88880,"Ventura Gestao De Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.venturagestao.com.br"
89990,88830,"Santander Asset Management DTVM LTDA",1,"Management Firm",1,"","","","","","","Brazil","+ 55 115 105 3538","","+ 55 115 105 3738","","",""
89990,88830,"Santander Asset Management DTVM LTDA",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 115 105 3538","","+ 55 115 105 3738","","",""
90001,88722,"Intrag DTVM Ltda",1,"Management Firm",1,"","","","","","","Brazil","","","+ 55 113 811 9921","","rogerio.aoki@itau.com.br","www.itau.com.br"
90001,88845,"Hedging Griffo Asset Management Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 704 8600","","+ 55 113 704 8666","","faleconosco@griffo.com.br","www.cshg.com.br"
90003,88744,"Schroder Investment Management Brasil DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.schroders.com.br"
90003,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
90008,88886,"Infinity Asset Management Administracao de Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 167 770","","+ 55 113 167 770","","infinity@infinityasset.com.br","www.infinityasset.com.br/"
90008,90425,"BRB DTVM SA",1,"Management Firm",1,"Sbs Q01 Bl E Ed","Asa Sul","Brasilia","None","","70072900","Brazil","+55 61 34 12 89 24","","","","","www.brb.com.br"
90009,88854,"Banco Safra de Investimento SA",1,"Management Firm",1,"","","","","","","Brazil","+ 55 113 175 8248","","","","info@safrabi.com.br","www.safrabi.com.br"
90009,88854,"Banco Safra de Investimento SA",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 175 8248","","","","info@safrabi.com.br","www.safrabi.com.br"
90016,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
90016,88855,"Itau DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.itau.com.br"
90019,88830,"Santander Asset Management DTVM LTDA",1,"Management Firm",1,"","","","","","","Brazil","+ 55 115 105 3538","","+ 55 115 105 3738","","",""
90019,88830,"Santander Asset Management DTVM LTDA",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 115 105 3538","","+ 55 115 105 3738","","",""
90020,88731,"Votorantim Asset Management DTVM Ltda",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.vam.com.br"
90020,88731,"Votorantim Asset Management DTVM Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.vam.com.br"
90027,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
90029,88671,"Consenso Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
90029,88722,"Intrag DTVM Ltda",1,"Management Firm",1,"","","","","","","Brazil","","","+ 55 113 811 9921","","rogerio.aoki@itau.com.br","www.itau.com.br"
90039,88778,"Kadima Gestao de Investimentos Ltda",2,"Investment Advisor",1,"Avenida Ataulfo de Paiva","nº 245, sala 301","Leblon","Rio De Janeiro","","22440-032","Brazil","+ 5521 3535 7700","+ 5521 2540 0596","+ 5521 3535 7701","","",""
90039,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
90040,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
90040,88826,"Reliance Asset Management Adminstracao de Recursos Ltda",2,"Investment Advisor",1,"Avenida Yojiro Takaoka","4384 - Alphaville","","Sao Paulo","","","Brazil","+55 11 415 36444","","","","","www.reliance.com.br"
90044,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
90044,88785,"Arsenal Investimentos Ltda",2,"Investment Advisor",1,"Rua Joaquim Floriano, 100","15º andar Cj. 152","Itaim Bibi","Sao Paulo","","04534-000","Brazil","+ 55 11 3526 1200","","+ 55 11 3526 1212","","arsenal@arsenalinv.com.br","www.arsenalinv.com.br"
90047,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
90047,88771,"Turim 21 Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 212 259 6194","","","","","www.turimbr.com"
90050,10,"N/A",2,"Investment Advisor",1,"","","","None","None","","None","","","","","",""
90050,88696,"BTG Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.btg.com/"
90053,88751,"Mellon Global Investments Brasil S/C Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.mellon.com.br"
90053,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
90055,88823,"Quest Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
90055,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
90057,88891,"SOCOPA Sociedade Corretora Paulista SA",1,"Management Firm",1,"","","","","","","Brazil","+ 55 113 299 2000","","+ 55 113 299 2150","","daniel@socopa.com.br","www.socopa.com.br"
90057,90187,"Zero Conflict Gestao de Riqueza Ltda",2,"Investment Advisor",1,"Rua do Rocio,  351","Conjunto 22","Vila Olimpia","Sao Paulo","","","Brazil","+55 11 30 53 35 14","","+55 11 30 44 42 71","","",""
90060,88794,"BNP Paribas Asset Management Brasil Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.am.bnpparibas.com"
90060,89808,"Banco BNP Paribas Brasil SA",1,"Management Firm",1,"Av Pres Jucelino Kubischek 510","","","Sao Paulo","","04543 000","Brazil","","","","","","www.bnpparibas.com.br/v2/index.asp"
90062,88904,"Credit Suisse Hedging-Griffo Asset Management SA",2,"Investment Advisor",1,"Av. Pres. Juscelino Kubitschek","Torre IV - 7º andar, Itaim Bib","","Sao Paulo","","04543-900","Brazil","+ 55 113 841 6469","","+ 55 11 3704 8666","","","http://www.cshg.com.br/"
90062,88906,"Credit Suisse Hedging-Griffo Corretora de Valores SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.cshg.com.br"
90063,88696,"BTG Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.btg.com/"
90063,88911,"Eagle Capital S/S LTDA",2,"Investment Advisor",1,"Av. IV Centenário, 1.100","","","Sao Paulo","","04030-000","Brazil","+ 55 11 5539 2366","","+ 55 11 5539 4812","","","http://www.eaglecapital.com.br"
90065,88816,"Orbe Investimentos e Participacoes Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
90065,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
90069,88719,"Caixa Economica Federal EP",1,"Management Firm",1,"","","","","","","Brazil","+ 55 113 235 3737","","","","","www.caixa.gov.br"
90069,88719,"Caixa Economica Federal EP",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 235 3737","","","","","www.caixa.gov.br"
90070,88718,"BRAM Bradesco Asset Management SA DTVM",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 112 178 6700","","","","bram@bradesco.com.br","www.bradesco.com.br"
90070,88737,"Banco Bradesco SA",1,"Management Firm",1,"Cidade de Deus","Vila Yara - Osasco","","Sao Paulo","","","Brazil","+ 55 112 178 6516","","","","bram@bradesco.com.br","www.bradesco.com.br"
90072,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
90072,88855,"Itau DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.itau.com.br"
90075,88904,"Credit Suisse Hedging-Griffo Asset Management SA",2,"Investment Advisor",1,"Av. Pres. Juscelino Kubitschek","Torre IV - 7º andar, Itaim Bib","","Sao Paulo","","04543-900","Brazil","+ 55 113 841 6469","","+ 55 11 3704 8666","","","http://www.cshg.com.br/"
90075,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
90076,88904,"Credit Suisse Hedging-Griffo Asset Management SA",2,"Investment Advisor",1,"Av. Pres. Juscelino Kubitschek","Torre IV - 7º andar, Itaim Bib","","Sao Paulo","","04543-900","Brazil","+ 55 113 841 6469","","+ 55 11 3704 8666","","","http://www.cshg.com.br/"
90076,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
90079,88854,"Banco Safra de Investimento SA",1,"Management Firm",1,"","","","","","","Brazil","+ 55 113 175 8248","","","","info@safrabi.com.br","www.safrabi.com.br"
